Country,PageRank score
St. Kitts and Nevis,0.0007165894666722514
Suriname,0.0007154448059214598
Lesotho,0.0007147680774121471
Aruba,0.0007143688556397311
Cabo Verde,0.0007140684559886376
Mongolia,0.0007140463325573361
Vatican,0.0007138164103990242
Gambia  The,0.0007136791872946483
Yemen  Republic of,0.0007135505236400305
Timor-Leste  Dem. Rep. of,0.000713519019898573
Djibouti,0.0007135161467952935
Montenegro,0.0007134193612301875
French Territories: French Polynesia,0.0007133196036450157
Sudan,0.0007126687708951656
Malawi,0.0007124917992856456
Lao People's Democratic Republic,0.0007123290268238593
Haiti,0.0007120734768697576
St. Lucia,0.0007118770286104576
Mauritania,0.0007113513335670689
Myanmar,0.0007112296536560372
Greenland,0.0007112251571390266
Papua New Guinea,0.000710942943175721
Togo,0.0007103844536145382
Bhutan,0.0007101420006072942
Dominica,0.0007099590449705769
Vanuatu,0.0007098528566365546
Fiji,0.0007096857507894242
Tajikistan,0.0007096341488815772
Mali,0.0007095588698028202
Equatorial Guinea,0.0007095565511459762
Solomon Islands,0.0007095509916394255
Guinea,0.0007093487258369875
Guyana,0.0007093030116347849
Maldives,0.0007091857128285187
Sierra Leone,0.0007087303995047577
Rwanda,0.0007087084261950747
Chad,0.0007082327334545517
Burundi,0.0007082020110512492
Niger,0.0007080900716856759
Grenada,0.0007080213127074353
US Pacific Islands,0.0007079893139858649
Cook Islands,0.0007078959942561184
Antigua and Barbuda,0.0007077692934162275
Sao Tome and Principe,0.000707731543369535
Guinea-Bissau,0.0007076216801928275
Tonga,0.0007074372298038552
Central African Republic,0.0007073867075183003
British Indian Ocean Territory,0.0007073248427738773
Korea  Democratic People's Rep. of,0.0007072017444522305
Puerto Rico,0.0007070642422076091
Curacao,0.0007070469007818555
Sint Maarten,0.0007070469007818555
Netherlands Antilles,0.0007070469007818555
American Samoa,0.0007070469007818555
