Country,PageRank score
St. Kitts and Nevis,0.0007225988570471393
Central African Republic,0.0007223898073596157
Cook Islands,0.0007218360165192815
Gambia  The,0.0007216388396006709
Vanuatu,0.000721528353728389
Korea  Democratic People's Rep. of,0.000721441255428555
Grenada,0.0007213852899409368
Sao Tome and Principe,0.0007211130028459197
American Samoa,0.0007211005553885094
Djibouti,0.0007210597471769308
Tonga,0.0007207250247376444
Netherlands Antilles,0.0007206257053843236
