Country,Eigenvector centrality
Turkmenistan,1.1170278521e-05
Montenegro,9.76115878501e-06
Lao People's Democratic Republic,9.44740231775e-06
Madagascar,9.12298557098e-06
Swaziland,8.41915277509e-06
Macedonia  FYR,8.19403146108e-06
Lesotho,5.8207192634e-06
Rwanda,5.42693602463e-06
Mauritania,5.16737678818e-06
Cote d'Ivoire,5.09182653672e-06
Kosovo  Republic of,5.07194412408e-06
Kyrgyz Republic,4.76244592852e-06
French Territories: French Polynesia,4.55903417067e-06
Bosnia and Herzegovina,4.36476057926e-06
Turks and Caicos Islands,4.28766432751e-06
Dominica,4.14839881029e-06
Cameroon,3.9999484015e-06
Bhutan,3.75583370459e-06
Zimbabwe,3.51092745681e-06
Senegal,3.36758070436e-06
Cuba,3.16264021094e-06
Malawi,2.49320935594e-06
Mongolia,2.33451793723e-06
St. Vincent and the Grenadines,2.21918577996e-06
Papua New Guinea,2.21156188451e-06
Syrian Arab Republic,2.19795544211e-06
Congo  Republic of,2.18854713766e-06
West Bank and Gaza,2.12587647265e-06
Grenada,1.99874950387e-06
American Samoa,1.94700051007e-06
Fiji,1.89647779811e-06
Sudan,1.67796908101e-06
Sierra Leone,1.52913850717e-06
Gambia  The,1.30186816976e-06
Congo  Democratic Republic of,1.23616188495e-06
Burkina Faso,1.20457525292e-06
Cabo Verde,1.08996404492e-06
French Territories: New Caledonia,1.06945105914e-06
Timor-Leste  Dem. Rep. of,9.66001274057e-07
Vanuatu,7.56098037186e-07
Mali,6.97060174741e-07
British Indian Ocean Territory,6.00668932158e-07
Solomon Islands,5.63812198278e-07
San Marino,5.43559732591e-07
Guinea,5.05156564925e-07
US Pacific Islands,4.7242863562e-07
Djibouti,4.10383983086e-07
Chad,3.09583558345e-07
US Virgin Islands,2.86742483177e-07
Vatican,2.51109658733e-07
Equatorial Guinea,2.50474672695e-07
Niger,2.14803344451e-07
Togo,1.99352376585e-07
Benin,1.98960430113e-07
Maldives,1.75263056349e-07
Tajikistan,1.41888154108e-07
Central African Republic,1.15744914353e-07
Myanmar,1.04468734794e-07
Burundi,7.14965951905e-08
Greenland,2.43614850002e-08
Tonga,1.76920893956e-08
Puerto Rico,1.75064605724e-08
Guinea-Bissau,1.63128013372e-08
Korea  Democratic People's Rep. of,1.14541020966e-08
Sao Tome and Principe,6.19599128242e-09
Netherlands Antilles,2.51775841809e-23
Sint Maarten,2.51775841809e-23
Curacao,2.51775841809e-23
