Country,Eigenvector centrality
Croatia,0.000153035152382
Slovak Republic,0.000149582346842
Liberia,0.000147027121171
Monaco,0.000146818532271
Haiti,0.000140292799033
Kenya,0.000135825328691
Serbia  Republic of,0.0001301436104
Tanzania,0.000128849996582
Slovenia,0.000123056448873
Bulgaria,0.000119366991285
Ghana,0.000115855318186
Afghanistan  Islamic Republic of,0.000113426456321
St. Kitts and Nevis,0.000103508642914
Andorra,0.000100062511046
Algeria,8.70409664418e-05
Jamaica,8.64162841162e-05
Pakistan,8.51673825268e-05
Paraguay,8.22581127186e-05
Belize,7.93014796336e-05
Uganda,7.62585646402e-05
Sri Lanka,7.57780633254e-05
Latvia,7.27615630466e-05
Marshall Islands  Republic of,6.95128294579e-05
Yemen  Republic of,6.93822057328e-05
Nicaragua,6.89616845237e-05
Georgia,6.85262717105e-05
Iran  Islamic Republic of,6.3462082402e-05
Cambodia,5.98408701944e-05
Uzbekistan,5.77596039675e-05
Samoa,5.72255329818e-05
Aruba,5.58265159605e-05
Suriname,5.2636470365e-05
Tunisia,4.69188540176e-05
Romania,4.47027574435e-05
Nepal,4.15899430392e-05
Albania,3.73342356222e-05
Guyana,3.32202690297e-05
Estonia,3.22148077962e-05
Armenia  Republic of,2.99367226876e-05
Moldova,2.94516730917e-05
Gabon,2.90387472496e-05
Namibia,2.66415533325e-05
Morocco,2.56117860549e-05
Zambia,2.5611218189e-05
Lithuania,2.51744788966e-05
Ethiopia,2.33015062976e-05
Madagascar,2.2531954658e-05
Macedonia  FYR,2.14543743362e-05
Mozambique,2.09514672662e-05
Belarus,2.08247423887e-05
St. Lucia,1.86460440261e-05
Seychelles,1.58277940924e-05
Cook Islands,1.41774161547e-05
Lesotho,1.38279950918e-05
Turks and Caicos Islands,1.25036483058e-05
Senegal,1.20936222966e-05
Turkmenistan,1.18371703216e-05
Rwanda,1.09724363008e-05
French Territories: French Polynesia,1.08012269878e-05
Antigua and Barbuda,1.07469528097e-05
Cote d'Ivoire,1.01982950408e-05
Swaziland,9.36156284133e-06
Cameroon,8.02455985047e-06
Zimbabwe,7.66564365123e-06
American Samoa,7.65118238485e-06
Cuba,7.17681084906e-06
Syrian Arab Republic,6.20634182934e-06
Kyrgyz Republic,5.9584163612e-06
Lao People's Democratic Republic,5.90304298869e-06
Sudan,5.74251506094e-06
Kosovo  Republic of,5.71400060948e-06
Papua New Guinea,4.97475859084e-06
Dominica,4.72924232713e-06
Bosnia and Herzegovina,4.71840063021e-06
Grenada,4.31330164528e-06
St. Vincent and the Grenadines,4.19631915888e-06
West Bank and Gaza,4.0387606122e-06
French Territories: New Caledonia,3.89053092757e-06
Bhutan,2.92667542506e-06
Congo  Democratic Republic of,2.6204415843e-06
Malawi,2.61931607108e-06
Congo  Republic of,2.40996574357e-06
Guinea,2.29159600836e-06
Sierra Leone,2.0904945363e-06
Mauritania,2.00115697255e-06
Mongolia,1.95444937976e-06
Fiji,1.9179327454e-06
Djibouti,1.79611334361e-06
Gambia  The,1.78220864145e-06
San Marino,1.77893969481e-06
Chad,1.67693787219e-06
US Virgin Islands,1.67478870284e-06
Togo,1.14825202122e-06
Montenegro,9.62923843779e-07
Vanuatu,9.41441805447e-07
Mali,8.34174526345e-07
US Pacific Islands,8.22739765491e-07
Burkina Faso,7.80369802287e-07
Solomon Islands,7.49855889052e-07
British Indian Ocean Territory,6.65018656787e-07
Vatican,6.13566892748e-07
Benin,5.77063374401e-07
Equatorial Guinea,4.02366592703e-07
Cabo Verde,3.85121695416e-07
Maldives,3.48754487769e-07
Tajikistan,3.08714219729e-07
Niger,2.98500388304e-07
Timor-Leste  Dem. Rep. of,2.95117152661e-07
Burundi,2.24476493208e-07
Myanmar,2.01540338554e-07
Puerto Rico,1.79341170845e-07
Central African Republic,1.27293274755e-07
Greenland,9.00297099689e-08
Guinea-Bissau,7.52270608678e-08
Korea  Democratic People's Rep. of,4.93274718416e-08
Tonga,3.91063198549e-08
Sao Tome and Principe,2.78753451492e-08
Sint Maarten,3.28453843542e-23
Curacao,3.28453843542e-23
