Country,Hub Score
Antigua and Barbuda,2.34567567332e-08
Burundi,2.32174246595e-08
Tajikistan,2.1805471693e-08
Greenland,1.73190632885e-08
Tonga,1.34128714359e-08
Korea  Democratic People's Rep. of,1.11730539183e-08
Central African Republic,9.32959157173e-09
Guinea-Bissau,8.52768693247e-09
Sao Tome and Principe,4.34037049444e-09
Netherlands Antilles,2.86229373536e-17
Curacao,1.82145964978e-17
Sint Maarten,1.73472347598e-17
