Country,PageRank
Bhutan,0.000719267927129
Vanuatu,0.0007191676598
Fiji,0.000719118210564
Grenada,0.000718979018519
Chad,0.000718941313758
Djibouti,0.000718892405836
Gambia  The,0.000718871457103
Vatican,0.000718845700447
Sao Tome and Principe,0.00071855319584
British Indian Ocean Territory,0.000717809764047
Cook Islands,0.000717801136283
Tonga,0.000717740598769
Netherlands Antilles,0.000717646974372
