Country,Authority Score
Pakistan,5.39923485044e-05
Liechtenstein,5.31347006757e-05
Syrian Arab Republic,5.17123131572e-05
Philippines,4.96013704542e-05
Indonesia,4.71728528244e-05
Panama,4.62224733308e-05
Jordan,4.55260544493e-05
Bulgaria,3.88758331285e-05
Slovak Republic,3.8139830018e-05
Oman,3.74121507959e-05
Colombia,3.26973965091e-05
Argentina,3.17778245959e-05
Curacao & St. Maarten,3.12624544469e-05
Peru,3.10080588961e-05
Croatia,2.70313899183e-05
Tunisia,2.69944832342e-05
Brunei Darussalam,2.6162323761e-05
Marshall Islands  Republic of,2.47287244323e-05
Iran  Islamic Republic of,2.44228273238e-05
Trinidad and Tobago,2.42444850947e-05
Uruguay,2.25952097859e-05
Algeria,2.16029175124e-05
Bangladesh,2.07970055495e-05
Morocco,1.95485424438e-05
Vietnam,1.88695806673e-05
Slovenia,1.7561772568e-05
Yemen  Republic of,1.63162256402e-05
Uganda,1.56705350319e-05
Botswana,1.52730814406e-05
Ghana,1.43326099061e-05
Samoa,1.32735292449e-05
Latvia,1.31371557681e-05
Bolivia,1.1807362313e-05
Seychelles,1.1128719528e-05
Sudan,9.9948846048e-06
Estonia,9.68704247114e-06
Romania,9.64620097094e-06
Zambia,9.59908768813e-06
Turks and Caicos Islands,9.44966170151e-06
Georgia,9.35746256878e-06
Jamaica,9.26776720582e-06
Afghanistan  Islamic Republic of,9.24725439318e-06
Uzbekistan,9.20798591813e-06
Lithuania,8.98925438812e-06
Tanzania,8.77686957024e-06
Cameroon,8.26313237265e-06
Iraq,7.84419042791e-06
Belize,7.80853216172e-06
Azerbaijan  Republic of,7.29770744224e-06
Dominican Republic,6.75579053067e-06
Mozambique,6.49256616948e-06
Sri Lanka,6.25287585912e-06
Gabon,6.24764586737e-06
Cote d'Ivoire,6.18827719598e-06
Mongolia,5.71393487846e-06
West Bank and Gaza,5.41431572384e-06
Guatemala,5.35425595685e-06
Nepal,5.14812889387e-06
Costa Rica,4.93126976478e-06
Cook Islands,4.77720885289e-06
Namibia,4.63931483123e-06
Turkmenistan,4.39381632226e-06
American Samoa,4.37235110583e-06
Malawi,4.286478053e-06
Cuba,4.26509507516e-06
Ecuador,3.98899954772e-06
Zimbabwe,3.80978865989e-06
Swaziland,3.68314833041e-06
Serbia  Republic of,3.6798221836e-06
Honduras,3.50378054131e-06
Andorra,3.45213803983e-06
Vatican,3.22666379846e-06
Belarus,3.19666888514e-06
Kyrgyz Republic,3.18368268514e-06
Congo  Republic of,3.16715306624e-06
Lesotho,3.10866445382e-06
El Salvador,2.96436509962e-06
Madagascar,2.83890841415e-06
Nicaragua,2.77800713663e-06
French Territories: French Polynesia,2.62401324452e-06
St. Lucia,2.59599124236e-06
French Territories: New Caledonia,2.54923679899e-06
Bosnia and Herzegovina,2.54249950651e-06
Rwanda,2.38893688104e-06
Paraguay,2.33553832649e-06
Aruba,2.27587949533e-06
Suriname,2.24003378783e-06
Senegal,2.2182148198e-06
St. Vincent and the Grenadines,2.15770150394e-06
Congo  Democratic Republic of,2.01055090852e-06
Puerto Rico,1.92236928491e-06
Ethiopia,1.91211908827e-06
Sierra Leone,1.79839772403e-06
Netherlands Antilles,1.79544717353e-06
Bhutan,1.70569282604e-06
Djibouti,1.66382962928e-06
Papua New Guinea,1.63735349772e-06
Gambia  The,1.62112454969e-06
Albania,1.61184593843e-06
San Marino,1.437307449e-06
Anguilla,1.43193846397e-06
Macedonia  FYR,1.33542927464e-06
Togo,1.2144860743e-06
US Pacific Islands,1.18453613282e-06
Mauritania,1.09803652418e-06
US Virgin Islands,1.0850991335e-06
Guyana,1.071164212e-06
Vanuatu,1.05601897507e-06
Kosovo  Republic of,9.96298555237e-07
Haiti,9.84026673369e-07
Burkina Faso,8.53740579859e-07
Cambodia,8.24431644817e-07
Mali,7.83039326362e-07
Moldova,7.52463968899e-07
Chad,6.7324160815e-07
Benin,6.69707129791e-07
Lao People's Democratic Republic,6.68878771749e-07
Guinea,6.09761101489e-07
Fiji,6.03409468357e-07
Cabo Verde,5.86898040954e-07
Dominica,5.32310703006e-07
Maldives,5.20006227455e-07
Monaco,4.27560609832e-07
Armenia  Republic of,4.04382372449e-07
Niger,3.86143751691e-07
Equatorial Guinea,3.61927381475e-07
Burundi,3.31380819294e-07
Myanmar,3.10948643934e-07
St. Kitts and Nevis,2.80060856658e-07
Grenada,2.36075707752e-07
Timor-Leste  Dem. Rep. of,1.7666914264e-07
Central African Republic,1.72473065834e-07
Tajikistan,1.62976529574e-07
Solomon Islands,1.40121189544e-07
Montenegro,1.35367683e-07
Greenland,7.66389192251e-08
Korea  Democratic People's Rep. of,7.21106847446e-08
Guinea-Bissau,5.87720000687e-08
Tonga,4.45383937057e-08
British Indian Ocean Territory,3.78584084247e-08
Antigua and Barbuda,3.21175787736e-08
Sao Tome and Principe,5.8005850726e-09
Curacao,6.41847686111e-17
Sint Maarten,4.59701721134e-17
