Country,Hub Score
Namibia,5.30470002565e-06
Turks and Caicos Islands,5.09114182623e-06
Mongolia,4.94233875663e-06
Bolivia,4.91801015897e-06
Montenegro,4.90014376681e-06
Belarus,4.23083000487e-06
US Virgin Islands,4.08842800019e-06
Tanzania,3.92958341785e-06
French Territories: French Polynesia,3.80877803396e-06
Sint Maarten,3.74779510553e-06
Uzbekistan,3.72656284738e-06
Congo  Democratic Republic of,3.70942057261e-06
Mozambique,3.68473853167e-06
Moldova,3.62222580183e-06
Uganda,3.53162019488e-06
Yemen  Republic of,3.42522014016e-06
Iraq,3.22015104727e-06
Belize,3.18066411621e-06
Georgia,3.04543512212e-06
US Pacific Islands,2.87279079433e-06
Bosnia and Herzegovina,2.85872543829e-06
Botswana,2.60902578273e-06
Mali,2.50872745485e-06
Cuba,2.50774234332e-06
Seychelles,2.42140139093e-06
St. Vincent and the Grenadines,2.35525677506e-06
Syrian Arab Republic,2.23917620459e-06
Anguilla,2.19706411604e-06
Paraguay,2.09217445543e-06
Sudan,2.07297523037e-06
Armenia  Republic of,1.88883008258e-06
Macedonia  FYR,1.79361200603e-06
Cambodia,1.64078789668e-06
Andorra,1.4494232566e-06
Fiji,1.4217576172e-06
Zimbabwe,1.41761915427e-06
Antigua and Barbuda,1.39908901101e-06
Maldives,1.26935400613e-06
St. Lucia,1.19941494127e-06
Samoa,9.91915580891e-07
Malawi,9.17439972124e-07
Swaziland,6.62647462382e-07
Vatican,6.255051316e-07
Mauritania,6.0453812285e-07
Niger,5.74690828049e-07
Ethiopia,5.69241108195e-07
Djibouti,5.45066235785e-07
Lao People's Democratic Republic,5.18818153637e-07
Vanuatu,4.78008176375e-07
Madagascar,4.76131466003e-07
Monaco,4.6926818059e-07
Myanmar,4.64763168125e-07
Nicaragua,4.25671376052e-07
Kyrgyz Republic,4.19849712004e-07
Togo,3.9794493314e-07
Burkina Faso,3.93112764951e-07
Gambia  The,3.91633763494e-07
Guinea,3.71336774691e-07
Nepal,3.68346633146e-07
Cabo Verde,3.6752494852e-07
Sierra Leone,3.29481900882e-07
Kosovo  Republic of,3.0609308316e-07
Cook Islands,3.03877223655e-07
Central African Republic,2.7302569854e-07
Afghanistan  Islamic Republic of,2.53981566054e-07
Lesotho,2.38270747084e-07
Guyana,2.22673212898e-07
Suriname,1.99172870916e-07
Turkmenistan,1.81817867392e-07
Grenada,1.81266445369e-07
Haiti,1.53114509047e-07
Korea  Democratic People's Rep. of,1.36802307377e-07
San Marino,1.34794538795e-07
Solomon Islands,1.30757033903e-07
Greenland,9.8968012461e-08
Benin,9.0217468243e-08
Tajikistan,8.64535860236e-08
West Bank and Gaza,7.79851534512e-08
Dominica,7.49213063117e-08
Tonga,7.45278562341e-08
Chad,6.45444431741e-08
Equatorial Guinea,5.1083596922e-08
Timor-Leste  Dem. Rep. of,3.65419531574e-08
Bhutan,2.94160543077e-08
Sao Tome and Principe,2.64736142695e-08
Rwanda,2.24447724599e-08
Burundi,1.14347939624e-08
St. Kitts and Nevis,8.58058913852e-09
American Samoa,2.23056626208e-09
British Indian Ocean Territory,2.06077951405e-09
Guinea-Bissau,1.34844022721e-09
Curacao & St. Maarten,1.27636807373e-09
